id,userid,courseid,component,action,objectid,timecreated,_week
14030,1716,4,mod_lesson,view,55,1711720836,8
14031,1716,9,mod_quiz,attempt,5,1711749035,8
14032,1716,1,mod_lesson,view,8,1711705194,8
14033,1716,14,mod_quiz,attempt,15,1711427556,8
14034,1716,12,mod_url,view,179,1711741208,8
14035,1716,11,mod_page,view,161,1711457329,8
14036,1716,6,mod_lesson,view,78,1711759939,8
14037,1720,14,mod_book,view,203,1711522982,8
14038,1720,4,mod_resource,view,56,1711671939,8
14039,1720,13,mod_lesson,view,193,1711560359,8
14040,1720,1,mod_quiz,attempt,1,1711495914,8
14041,1727,4,mod_quiz,attempt,10,1711986927,8
14042,1727,5,mod_bigbluebuttonbn,view,69,1711696510,8
14043,1727,7,mod_folder,view,96,1711422979,8
14044,1727,1,mod_quiz,attempt,1,1711468959,8
14045,1727,15,mod_resource,view,211,1711637315,8
14046,1727,9,mod_book,view,134,1711856141,8
14047,1727,11,mod_resource,view,155,1711827267,8
14048,1727,8,mod_assign,submit,12,1711680870,8
14049,1727,5,mod_bigbluebuttonbn,view,74,1711695336,8
14050,1727,7,mod_assign,submit,19,1711691286,8
14051,1727,6,mod_lesson,view,78,1711511862,8
14052,1727,7,mod_bigbluebuttonbn,view,97,1711939692,8
14053,1727,6,mod_book,view,89,1711835520,8
14054,1727,3,mod_assign,submit,17,1711692473,8
14055,1727,7,mod_url,view,95,1711944870,8
14056,1727,12,mod_book,view,180,1711950347,8
14057,1727,11,mod_assign,submit,6,1711861981,8
14058,1727,2,mod_assign,submit,24,1711834505,8
14059,1758,5,mod_bigbluebuttonbn,view,65,1711752388,8
14060,1758,3,mod_url,view,38,1711605827,8
14061,1758,7,mod_lesson,view,93,1711699221,8
14062,1758,11,mod_bigbluebuttonbn,view,158,1711644437,8
14063,1758,7,mod_url,view,95,1711654835,8
14064,1758,10,mod_bigbluebuttonbn,view,144,1711866464,8
14065,1758,5,mod_page,view,72,1711703741,8
14066,1806,12,mod_bigbluebuttonbn,view,172,1711549280,8
14067,1806,1,mod_quiz,attempt,1,1711831137,8
14068,1806,14,mod_quiz,attempt,15,1711542786,8
14069,1806,10,mod_bigbluebuttonbn,view,144,1711477854,8
14070,1806,6,mod_book,view,77,1711627183,8
14071,1806,11,mod_assign,submit,21,1711643340,8
14072,1806,13,mod_assign,submit,7,1711883584,8
14073,1806,15,mod_book,view,221,1711582991,8
14074,1806,8,mod_folder,view,107,1711443666,8
14075,1813,11,mod_page,view,162,1711502653,8
14076,1813,4,mod_lesson,view,55,1711443924,8
14077,1813,10,mod_assign,submit,13,1711701698,8
14078,1813,2,mod_page,view,16,1711647473,8
14079,1813,7,mod_quiz,attempt,4,1711664071,8
14080,1813,9,mod_resource,view,128,1711736749,8
14081,1813,6,mod_resource,view,86,1711730877,8
14082,1813,13,mod_quiz,attempt,7,1711396667,8
14083,1813,1,mod_url,view,2,1711767491,8
14084,1813,10,mod_folder,view,138,1711734506,8
14085,1813,12,mod_assign,submit,14,1711624581,8
14086,1854,10,mod_page,view,137,1711780837,8
14087,1854,9,mod_quiz,attempt,5,1711526101,8
14088,1854,14,mod_url,view,209,1711633635,8
14089,1854,10,mod_assign,submit,13,1711880332,8
14090,1854,8,mod_assign,submit,12,1711586497,8
14091,1854,1,mod_url,view,2,1711903079,8
14092,1854,7,mod_bigbluebuttonbn,view,97,1711865522,8
14093,1854,2,mod_book,view,26,1711991813,8
14094,1854,6,mod_resource,view,86,1711867360,8
14095,1854,10,mod_folder,view,138,1711524785,8
14096,1854,15,mod_url,view,214,1711811135,8
14097,1854,5,mod_assign,submit,3,1711897395,8
14098,1854,15,mod_assign,submit,8,1711842580,8
14099,1854,4,mod_resource,view,56,1711907730,8
14100,1862,6,mod_page,view,85,1711476870,8
14101,1862,15,mod_lesson,view,224,1711451519,8
14102,1862,9,mod_lesson,view,131,1711760671,8
14103,1862,10,mod_bigbluebuttonbn,view,144,1711736718,8
14104,1862,2,mod_lesson,view,28,1711476933,8
14105,1862,8,mod_lesson,view,108,1711581904,8
14106,1863,10,mod_folder,view,143,1711695485,8
14107,1863,14,mod_book,view,203,1711828526,8
14108,1863,14,mod_book,view,203,1711411620,8
14109,1863,6,mod_bigbluebuttonbn,view,82,1711796194,8
14110,1863,11,mod_resource,view,151,1711598039,8
14111,1903,6,mod_resource,view,84,1711968286,8
14112,1903,8,mod_resource,view,113,1711531584,8
14113,1903,10,mod_bigbluebuttonbn,view,145,1711715579,8
14114,1903,12,mod_quiz,attempt,14,1711541558,8
14115,1903,4,mod_assign,submit,10,1711482517,8
14116,1903,9,mod_assign,submit,5,1711625947,8
14117,1903,12,mod_resource,view,167,1711835252,8
14118,1905,9,mod_assign,submit,20,1711874704,8
14119,1905,10,mod_url,view,146,1711591292,8
14120,1905,10,mod_folder,view,138,1711636814,8
14121,1905,3,mod_book,view,36,1711619475,8
14122,1905,13,mod_book,view,191,1711747736,8
14123,1905,6,mod_page,view,85,1711832345,8
14124,1905,15,mod_assign,submit,8,1711516523,8
14125,1905,7,mod_folder,view,105,1711526824,8
14126,1905,13,mod_book,view,191,1711705563,8
14127,1905,9,mod_assign,submit,20,1711521434,8
14128,1905,4,mod_page,view,60,1711720014,8
14129,1905,2,mod_bigbluebuttonbn,view,29,1711694749,8
14130,1905,12,mod_url,view,170,1711486379,8
14131,1905,10,mod_url,view,140,1711759789,8
14132,1905,1,mod_page,view,3,1711544826,8
14133,1905,9,mod_quiz,attempt,5,1711950145,8
14134,1905,1,mod_page,view,4,1711724106,8
14135,1934,10,mod_url,view,141,1711673403,8
14136,1934,12,mod_bigbluebuttonbn,view,172,1711509060,8
14137,1934,15,mod_resource,view,211,1711795124,8
14138,1934,12,mod_url,view,170,1711616354,8
14139,1934,12,mod_book,view,180,1711902854,8
14140,1934,10,mod_url,view,140,1711530204,8
14141,1934,13,mod_quiz,attempt,7,1711756984,8
14142,1934,7,mod_bigbluebuttonbn,view,97,1711523235,8
14143,1934,13,mod_url,view,187,1711445793,8
14144,1950,6,mod_book,view,90,1711976968,8
14145,1960,14,mod_assign,submit,15,1711955810,8
14146,1960,2,mod_url,view,27,1711882092,8
14147,1960,12,mod_resource,view,177,1711900624,8
14148,1960,14,mod_lesson,view,210,1711456679,8
14149,1960,10,mod_url,view,140,1711806371,8
14150,1960,3,mod_quiz,attempt,2,1711896838,8
14151,1960,2,mod_lesson,view,23,1711400625,8
14152,1960,1,mod_folder,view,6,1711903835,8
14153,1960,7,mod_bigbluebuttonbn,view,98,1711422628,8
14154,1960,2,mod_lesson,view,28,1711571694,8
14155,1965,10,mod_url,view,146,1711730735,8
14156,1965,15,mod_lesson,view,224,1711542064,8
14157,1965,2,mod_lesson,view,17,1711837930,8
14158,1965,12,mod_assign,submit,29,1711798996,8
14159,1965,4,mod_quiz,attempt,10,1711359696,8
14160,1965,11,mod_assign,submit,6,1711532264,8
14161,1965,12,mod_resource,view,173,1711825365,8
14162,1965,11,mod_quiz,attempt,6,1711555130,8
14163,1967,15,mod_assign,submit,8,1711760989,8
14164,1967,7,mod_resource,view,92,1711849521,8
14165,1967,7,mod_assign,submit,4,1711747662,8
14166,1967,12,mod_assign,submit,14,1711830787,8
14167,1967,15,mod_resource,view,211,1711854013,8
14168,1967,1,mod_bigbluebuttonbn,view,13,1711844927,8
14169,1967,5,mod_page,view,71,1711469194,8
14170,1967,14,mod_assign,submit,15,1711792580,8
14171,1967,11,mod_resource,view,151,1711432985,8
14172,1967,5,mod_bigbluebuttonbn,view,69,1711615818,8
14173,1967,9,mod_book,view,134,1711850364,8
14174,1967,1,mod_bigbluebuttonbn,view,13,1711617204,8
14175,1967,15,mod_lesson,view,213,1711659247,8
14176,1967,1,mod_lesson,view,8,1711410948,8
14177,1967,12,mod_assign,submit,14,1711537537,8
14178,1967,1,mod_url,view,14,1711545831,8
14179,1967,10,mod_lesson,view,148,1711471451,8
14180,1979,8,mod_resource,view,113,1711879261,8
14181,1979,11,mod_page,view,160,1711928107,8
14182,1979,2,mod_url,view,21,1711914285,8
14183,1979,9,mod_assign,submit,5,1711728420,8
14184,1979,7,mod_bigbluebuttonbn,view,98,1711507649,8
14185,1979,5,mod_bigbluebuttonbn,view,65,1711908621,8
14186,1979,15,mod_assign,submit,23,1711503089,8
14187,1979,15,mod_assign,submit,8,1711574680,8
14188,1979,6,mod_page,view,81,1711884863,8
14189,1979,6,mod_resource,view,84,1711578450,8
14190,1979,12,mod_url,view,179,1711731479,8
14191,1979,11,mod_url,view,154,1711466316,8
14192,1979,2,mod_bigbluebuttonbn,view,29,1711459819,8
14193,1979,12,mod_resource,view,177,1711702340,8
14194,1979,9,mod_book,view,127,1711862957,8
14195,1979,8,mod_quiz,attempt,12,1711827087,8
14196,1979,12,mod_url,view,170,1711824798,8
14197,1983,11,mod_resource,view,151,1711828829,8
14198,1983,12,mod_bigbluebuttonbn,view,172,1711680357,8
14199,1983,6,mod_book,view,89,1711893157,8
14200,1983,7,mod_resource,view,102,1711922875,8
14201,1983,14,mod_page,view,207,1711449193,8
14202,1983,4,mod_page,view,54,1711734173,8
14203,1983,6,mod_book,view,77,1711589106,8
14204,1983,13,mod_assign,submit,22,1711812610,8
14205,1983,12,mod_folder,view,175,1711925425,8
14206,1983,9,mod_page,view,123,1711379750,8
14207,1983,11,mod_page,view,161,1711982361,8
14208,1992,3,mod_page,view,40,1711869188,8
14209,1992,4,mod_bigbluebuttonbn,view,48,1711834378,8
14210,1992,5,mod_quiz,attempt,3,1711702023,8
14211,1992,1,mod_folder,view,6,1711619442,8
14212,1992,6,mod_resource,view,87,1711978817,8
14213,1992,1,mod_page,view,3,1711662069,8
14214,1992,2,mod_url,view,30,1711879541,8
14215,1992,5,mod_bigbluebuttonbn,view,69,1711831015,8
14216,1992,4,mod_page,view,60,1711847415,8
14217,1992,12,mod_assign,submit,14,1711370484,8
14218,1992,12,mod_folder,view,169,1711478007,8
14219,1992,5,mod_page,view,71,1711488498,8
14220,1992,3,mod_folder,view,39,1711407977,8
14221,8,2,mod_url,view,30,1712197976,9
14222,8,4,mod_resource,view,56,1712478833,9
14223,8,14,mod_quiz,attempt,15,1712247084,9
14224,8,9,mod_lesson,view,130,1712430158,9
14225,8,4,mod_resource,view,56,1712432591,9
14226,8,7,mod_resource,view,92,1712450366,9
14227,8,5,mod_resource,view,68,1712445477,9
14228,8,6,mod_book,view,79,1712516597,9
14229,8,5,mod_assign,submit,3,1712541948,9
14230,8,6,mod_resource,view,84,1712273506,9
14231,8,8,mod_assign,submit,27,1712313930,9
14232,8,1,mod_url,view,15,1712220289,9
14233,34,8,mod_lesson,view,114,1712406816,9
14234,34,6,mod_assign,submit,11,1712461686,9
14235,34,1,mod_resource,view,10,1712254288,9
14236,34,1,mod_quiz,attempt,1,1712212940,9
14237,34,15,mod_assign,submit,23,1712307594,9
14238,34,13,mod_assign,submit,22,1712340372,9
14239,34,10,mod_lesson,view,148,1712595666,9
14240,34,3,mod_book,view,36,1712098909,9
14241,34,6,mod_book,view,89,1712541033,9
14242,34,9,mod_quiz,attempt,20,1712301279,9
14243,34,7,mod_bigbluebuttonbn,view,98,1711992666,9
14244,34,14,mod_url,view,201,1712299698,9
14245,34,1,mod_assign,submit,1,1712395202,9
14246,34,5,mod_book,view,62,1712536261,9
14247,34,1,mod_quiz,attempt,16,1712041009,9
14248,34,14,mod_assign,submit,15,1712472241,9
14249,40,7,mod_assign,submit,19,1712083327,9
14250,43,7,mod_page,view,101,1712231174,9
14251,43,1,mod_assign,submit,16,1711957936,9
14252,43,7,mod_assign,submit,19,1712466577,9
14253,43,12,mod_bigbluebuttonbn,view,172,1712059724,9
14254,43,6,mod_book,view,79,1712592571,9
14255,43,11,mod_assign,submit,21,1712470242,9
14256,45,7,mod_resource,view,92,1712282023,9
14257,45,1,mod_url,view,15,1712114201,9
14258,45,10,mod_bigbluebuttonbn,view,144,1712560424,9
14259,45,8,mod_lesson,view,108,1712058986,9
14260,45,4,mod_assign,submit,25,1712254065,9
14261,45,2,mod_url,view,30,1712024522,9
14262,45,13,mod_book,view,191,1712519845,9
14263,45,4,mod_quiz,attempt,10,1712273082,9
14264,45,10,mod_bigbluebuttonbn,view,144,1712152496,9
14265,45,3,mod_folder,view,39,1712309758,9
14266,45,13,mod_resource,view,184,1712195878,9
14267,45,12,mod_url,view,170,1712332468,9
14268,45,7,mod_lesson,view,93,1712230967,9
14269,45,11,mod_resource,view,152,1712360106,9
14270,45,11,mod_url,view,154,1712447774,9
14271,45,9,mod_resource,view,128,1712160254,9
14272,45,4,mod_book,view,50,1712452187,9
14273,45,7,mod_lesson,view,93,1712436927,9
14274,45,10,mod_folder,view,138,1712349918,9
14275,45,14,mod_resource,view,200,1712079404,9
14276,55,12,mod_assign,submit,14,1712224025,9
14277,55,6,mod_book,view,90,1712466497,9
14278,55,6,mod_resource,view,87,1712313100,9
14279,55,4,mod_lesson,view,53,1712236121,9
14280,55,8,mod_bigbluebuttonbn,view,110,1712270380,9
14281,55,7,mod_resource,view,92,1712107786,9
14282,55,8,mod_quiz,attempt,12,1712331829,9
14283,55,6,mod_page,view,81,1712064538,9
14284,55,5,mod_page,view,71,1712231633,9
14285,55,7,mod_assign,submit,4,1712372463,9
14286,55,3,mod_folder,view,39,1712309167,9
14287,55,5,mod_bigbluebuttonbn,view,66,1712477355,9
14288,55,13,mod_page,view,194,1712062728,9
14289,55,2,mod_book,view,19,1712087374,9
14290,55,4,mod_assign,submit,10,1712172473,9
14291,55,8,mod_resource,view,115,1712502392,9
14292,55,4,mod_assign,submit,10,1712370236,9
14293,55,14,mod_resource,view,200,1712223765,9
14294,55,10,mod_url,view,140,1712495495,9
14295,55,8,mod_assign,submit,27,1712436464,9
14296,55,15,mod_assign,submit,23,1712062746,9
14297,55,4,mod_assign,submit,10,1712421159,9
14298,55,2,mod_assign,submit,9,1712257580,9
14299,55,9,mod_book,view,134,1712102358,9
14300,55,13,mod_resource,view,184,1712387597,9
14301,58,1,mod_quiz,attempt,16,1712435952,9
14302,58,6,mod_assign,submit,11,1712562918,9
14303,58,3,mod_quiz,attempt,2,1712296489,9
14304,58,2,mod_url,view,30,1712265219,9
14305,80,3,mod_quiz,attempt,2,1712119366,9
14306,80,11,mod_resource,view,151,1712554469,9
14307,80,15,mod_assign,submit,8,1712613061,9
14308,80,2,mod_url,view,27,1712173869,9
14309,80,13,mod_assign,submit,7,1711990221,9
14310,83,5,mod_quiz,attempt,18,1712298351,9
14311,83,5,mod_folder,view,73,1712159947,9
14312,83,5,mod_bigbluebuttonbn,view,65,1712092382,9
14313,83,1,mod_lesson,view,11,1712381245,9
14314,95,5,mod_quiz,attempt,18,1712434531,9
14315,95,2,mod_assign,submit,24,1712220444,9
14316,95,4,mod_assign,submit,10,1712331432,9
14317,95,4,mod_assign,submit,25,1712022004,9
14318,95,4,mod_lesson,view,55,1712231026,9
14319,95,14,mod_lesson,view,210,1712614615,9
14320,95,7,mod_url,view,99,1712280773,9
14321,95,6,mod_book,view,89,1712311714,9
14322,95,3,mod_bigbluebuttonbn,view,34,1712173371,9
14323,113,13,mod_quiz,attempt,7,1712158134,9
14324,113,12,mod_book,view,180,1712489529,9
14325,113,8,mod_folder,view,107,1712610431,9
14326,113,14,mod_assign,submit,15,1712169356,9
14327,113,6,mod_book,view,90,1712386857,9
14328,113,4,mod_book,view,50,1712421923,9
14329,113,7,mod_url,view,95,1712352740,9
14330,113,13,mod_lesson,view,195,1712069369,9
14331,113,1,mod_folder,view,6,1712356544,9
14332,113,2,mod_url,view,21,1712432618,9
14333,113,6,mod_book,view,77,1712339503,9
14334,113,10,mod_page,view,137,1712439117,9
14335,113,1,mod_bigbluebuttonbn,view,13,1712289276,9
14336,113,14,mod_assign,submit,30,1712041116,9
14337,113,11,mod_assign,submit,6,1712409319,9
14338,132,10,mod_lesson,view,136,1712524694,9
14339,132,10,mod_resource,view,139,1712092616,9
14340,135,4,mod_page,view,60,1712408362,9
14341,135,3,mod_assign,submit,17,1712240571,9
14342,135,1,mod_url,view,2,1712033323,9
14343,135,4,mod_lesson,view,53,1712591228,9
14344,135,5,mod_folder,view,73,1712058917,9
14345,135,15,mod_assign,submit,8,1712366851,9
14346,135,7,mod_lesson,view,93,1712112136,9
14347,135,4,mod_lesson,view,55,1712224602,9
14348,135,2,mod_resource,view,25,1712549125,9
14349,135,9,mod_quiz,attempt,20,1712156056,9
14350,135,11,mod_assign,submit,6,1711986601,9
14351,139,9,mod_lesson,view,121,1712422799,9
14352,139,7,mod_bigbluebuttonbn,view,97,1712265813,9
14353,139,13,mod_url,view,185,1712357522,9
14354,139,5,mod_bigbluebuttonbn,view,69,1712149411,9
14355,139,6,mod_assign,submit,26,1712177695,9
14356,139,11,mod_assign,submit,6,1711988922,9
14357,139,15,mod_lesson,view,213,1712097645,9
14358,139,10,mod_page,view,137,1712128996,9
14359,139,1,mod_url,view,14,1712176925,9
14360,139,2,mod_resource,view,25,1712288425,9
14361,151,2,mod_assign,submit,24,1712156912,9
14362,151,11,mod_assign,submit,6,1712170561,9
14363,151,13,mod_assign,submit,7,1712434758,9
14364,151,15,mod_resource,view,211,1712496321,9
14365,151,4,mod_resource,view,56,1712463523,9
14366,151,12,mod_folder,view,169,1712512737,9
14367,151,10,mod_lesson,view,148,1712409004,9
14368,151,3,mod_page,view,40,1712086424,9
14369,151,13,mod_book,view,191,1712000354,9
14370,186,1,mod_assign,submit,16,1712194679,9
14371,186,3,mod_url,view,37,1712340652,9
14372,186,1,mod_quiz,attempt,1,1712106982,9
14373,189,8,mod_bigbluebuttonbn,view,110,1712397867,9
14374,189,13,mod_url,view,185,1712418349,9
14375,189,10,mod_folder,view,138,1712433185,9
14376,189,9,mod_book,view,129,1712497729,9
14377,189,10,mod_quiz,attempt,13,1712217361,9
14378,189,10,mod_bigbluebuttonbn,view,144,1712303041,9
14379,189,15,mod_quiz,attempt,23,1712029111,9
14380,189,7,mod_url,view,104,1712427467,9
14381,189,6,mod_resource,view,87,1712457581,9
14382,189,9,mod_lesson,view,131,1712404964,9
14383,189,7,mod_folder,view,96,1712482540,9
14384,189,11,mod_bigbluebuttonbn,view,158,1712176706,9
14385,189,8,mod_quiz,attempt,12,1712252555,9
14386,189,5,mod_book,view,62,1712398471,9
14387,189,1,mod_page,view,4,1712346240,9
14388,214,1,mod_folder,view,6,1712357671,9
14389,214,10,mod_url,view,146,1712297277,9
14390,214,14,mod_page,view,207,1712327192,9
14391,214,5,mod_assign,submit,3,1712145946,9
14392,214,12,mod_book,view,180,1712467907,9
14393,214,4,mod_resource,view,56,1712189029,9
14394,214,10,mod_url,view,141,1712574594,9
14395,214,3,mod_quiz,attempt,2,1712129190,9
14396,214,2,mod_bigbluebuttonbn,view,29,1712113357,9
14397,214,3,mod_url,view,37,1712610126,9
14398,214,2,mod_bigbluebuttonbn,view,29,1712375722,9
14399,214,7,mod_lesson,view,93,1712026746,9
14400,214,14,mod_resource,view,200,1711966092,9
14401,214,7,mod_assign,submit,19,1712338705,9
14402,214,5,mod_url,view,70,1712204238,9
14403,214,8,mod_bigbluebuttonbn,view,110,1712017351,9
14404,214,3,mod_book,view,44,1712190123,9
14405,214,13,mod_book,view,191,1712490468,9
14406,214,15,mod_book,view,221,1712383414,9
14407,214,2,mod_lesson,view,28,1712242540,9
14408,214,4,mod_page,view,60,1712000313,9
14409,224,5,mod_page,view,71,1712236064,9
14410,224,4,mod_lesson,view,55,1712401871,9
14411,224,11,mod_page,view,161,1712248056,9
14412,224,15,mod_url,view,214,1712069754,9
14413,224,1,mod_url,view,15,1712155751,9
14414,224,3,mod_bigbluebuttonbn,view,34,1712375816,9
14415,224,13,mod_book,view,182,1712388863,9
14416,224,9,mod_book,view,134,1712464259,9
14417,241,7,mod_url,view,104,1712178709,9
14418,241,5,mod_url,view,70,1712217979,9
14419,241,13,mod_assign,submit,7,1712105254,9
14420,241,10,mod_folder,view,143,1712419496,9
14421,241,6,mod_book,view,79,1712359994,9
14422,241,8,mod_bigbluebuttonbn,view,110,1712040672,9
14423,241,5,mod_assign,submit,18,1712256432,9
14424,241,6,mod_book,view,83,1712543825,9
14425,241,12,mod_bigbluebuttonbn,view,172,1712499411,9
14426,241,12,mod_url,view,179,1712038213,9
14427,241,13,mod_assign,submit,22,1712360046,9
14428,241,7,mod_lesson,view,93,1712245939,9
14429,241,11,mod_resource,view,157,1712373178,9
14430,241,2,mod_assign,submit,24,1712368556,9
14431,241,2,mod_book,view,22,1712438980,9
14432,241,2,mod_resource,view,25,1712309433,9
14433,257,3,mod_quiz,attempt,17,1712433437,9
14434,257,1,mod_quiz,attempt,1,1712583015,9
14435,257,7,mod_quiz,attempt,4,1712162745,9
14436,257,5,mod_page,view,71,1712345589,9
14437,257,13,mod_assign,submit,22,1712586462,9
14438,257,8,mod_quiz,attempt,12,1712235980,9
14439,257,12,mod_url,view,170,1712448618,9
14440,257,7,mod_bigbluebuttonbn,view,98,1712402861,9
14441,257,9,mod_assign,submit,20,1712210187,9
14442,257,10,mod_folder,view,138,1712109757,9
14443,257,7,mod_quiz,attempt,4,1712507377,9
14444,257,13,mod_assign,submit,22,1712380915,9
14445,257,14,mod_assign,submit,15,1712018961,9
14446,257,6,mod_quiz,attempt,11,1712139884,9
14447,257,7,mod_resource,view,102,1712342385,9
14448,257,14,mod_lesson,view,204,1712217836,9
14449,257,12,mod_folder,view,169,1712230603,9
14450,257,3,mod_page,view,40,1712195937,9
14451,257,9,mod_assign,submit,5,1712471091,9
14452,275,7,mod_resource,view,92,1712107134,9
14453,275,1,mod_lesson,view,11,1712466232,9
14454,275,8,mod_lesson,view,108,1712075468,9
14455,275,12,mod_book,view,180,1712585578,9
14456,275,7,mod_assign,submit,19,1712581772,9
14457,275,9,mod_page,view,123,1712374124,9
14458,275,7,mod_bigbluebuttonbn,view,97,1712328467,9
14459,295,6,mod_quiz,attempt,11,1712495251,9
14460,295,4,mod_lesson,view,55,1712260394,9
14461,295,8,mod_folder,view,120,1712294130,9
14462,295,6,mod_lesson,view,78,1712450942,9
14463,295,8,mod_folder,view,107,1712272362,9
14464,295,13,mod_lesson,view,193,1712285234,9
14465,295,4,mod_bigbluebuttonbn,view,48,1712606319,9
14466,295,11,mod_resource,view,156,1712166054,9
14467,295,8,mod_quiz,attempt,12,1712618452,9
14468,295,9,mod_assign,submit,20,1712245373,9
